Id,OrganizationId,UnitType,ParentHierarchyId,HierarchyName,LocRef,ObjectNumber,HierarchyId
485,10367,RevenueCenter,334,JFK T5 EC Aunt Butchies,,302,485
842,10367,Zone,760,JFK T5 EC Aunt Butchies,,302,842
486,10367,RevenueCenter,334,JFK T5 EC Cibo Express 10,,303,486
843,10367,Zone,760,JFK T5 EC Cibo Express 10,,303,843
487,10367,RevenueCenter,334,JFK T5 Food Court,,304,487
844,10367,Zone,760,JFK T5 Food Court,,304,844
488,10367,RevenueCenter,334,JFK T5 LL Cibo Express,,305,488
845,10367,Zone,760,JFK T5 LL Cibo Express,,305,845
489,10367,RevenueCenter,334,JFK T5 PS Cibo Express,,306,489
846,10367,Zone,760,JFK T5 PS Cibo Express,,306,846
490,10367,RevenueCenter,334,JFK T5 SC Cibo Express / World Bean,,307,490
847,10367,Zone,760,JFK T5 SC Cibo Express / World Bean,,307,847
491,10367,RevenueCenter,335,LGA C Cotto,,101,491
492,10367,RevenueCenter,335,LGA C The Grille,,102,492
493,10367,RevenueCenter,335,LGA C Bubby's Diner,,103,493
494,10367,RevenueCenter,335,LGA C Chuko,,104,494
495,10367,RevenueCenter,335,LGA C Essex Burger,,105,495
496,10367,RevenueCenter,335,LGA C Sunday Supper,,106,496
497,10367,RevenueCenter,335,LGA C Terrace Bar E,,107,497
498,10367,RevenueCenter,335,LGA C Calista Taverna,,108,498
499,10367,RevenueCenter,335,LGA C Prime,,109,499
500,10367,RevenueCenter,335,LGA C Soleil Brasserie,,110,500
501,10367,RevenueCenter,335,LGA C Terrace Bar,,111,501
502,10367,RevenueCenter,335,LGA C The Line Sports Grill,,112,502
503,10367,RevenueCenter,335,LGA C Flatiron Tavern,,113,503
504,10367,RevenueCenter,335,LGA C Rossi Pizzeria,,114,504
505,10367,RevenueCenter,335,LGA C Artichoke,,201,505
614,10367,Zone,612,LGA C Artichoke,,201,614
638,10367,Zone,613,LGA C Artichoke,,201,638
506,10367,RevenueCenter,335,LGA C Auntie Anne's,,202,506
615,10367,Zone,612,LGA C Auntie Anne's,,202,615
639,10367,Zone,613,LGA C Auntie Anne's,,202,639
507,10367,RevenueCenter,335,LGA C Jamba Juice,,203,507
616,10367,Zone,612,LGA C Jamba Juice,,203,616
640,10367,Zone,613,LGA C Jamba Juice,,203,640
508,10367,RevenueCenter,335,LGA C King David Taco's,,204,508
617,10367,Zone,612,LGA C King David Taco's,,204,617
641,10367,Zone,613,LGA C King David Taco's,,204,641
509,10367,RevenueCenter,335,LGA C Kombu,,205,509
618,10367,Zone,612,LGA C Kombu,,205,618
642,10367,Zone,613,LGA C Kombu,,205,642
510,10367,RevenueCenter,335,LGA C Magnolia Bakery,,206,510
619,10367,Zone,612,LGA C Magnolia Bakery,,206,619
643,10367,Zone,613,LGA C Magnolia Bakery,,206,643
511,10367,RevenueCenter,335,LGA C Taim,,207,511
620,10367,Zone,612,LGA C Taim,,207,620
644,10367,Zone,613,LGA C Taim,,207,644
512,10367,RevenueCenter,335,LGA C Trinity Burger's,,208,512
621,10367,Zone,612,LGA C Trinity Burger's,,208,621
645,10367,Zone,613,LGA C Trinity Burger's,,208,645
513,10367,RevenueCenter,335,LGA C Juice Press,,209,513
622,10367,Zone,612,LGA C Juice Press,,209,622
646,10367,Zone,613,LGA C Juice Press,,209,646
514,10367,RevenueCenter,335,LGA C Cibo Express Center,,301,514
623,10367,Zone,612,LGA C Cibo Express Center,,301,623
647,10367,Zone,613,LGA C Cibo Express Center,,301,647
515,10367,RevenueCenter,335,LGA C Food Hall,,302,515
624,10367,Zone,612,LGA C Food Hall,,302,624
648,10367,Zone,613,LGA C Food Hall,,302,648
516,10367,RevenueCenter,335,LGA C Bubby's Diner Market,,303,516
625,10367,Zone,612,LGA C Bubby's Diner Market,,303,625
649,10367,Zone,613,LGA C Bubby's Diner Market,,303,649
517,10367,RevenueCenter,335,LGA C Cibo Express - Connector,,304,517
626,10367,Zone,612,LGA C Cibo Express - Connector,,304,626
650,10367,Zone,613,LGA C Cibo Express - Connector,,304,650
518,10367,RevenueCenter,335,LGA C Essex Burger Market,,305,518
627,10367,Zone,612,LGA C Essex Burger Market,,305,627
651,10367,Zone,613,LGA C Essex Burger Market,,305,651
519,10367,RevenueCenter,335,LGA C Sunday Supper Market,,306,519
628,10367,Zone,612,LGA C Sunday Supper Market,,306,628
652,10367,Zone,613,LGA C Sunday Supper Market,,306,652
520,10367,RevenueCenter,335,LGA C Cibo Express Connector F,,307,520
629,10367,Zone,612,LGA C Cibo Express Connector F,,307,629
653,10367,Zone,613,LGA C Cibo Express Connector F,,307,653
521,10367,RevenueCenter,335,LGA C Cibo Express Departures F,,308,521
630,10367,Zone,612,LGA C Cibo Express Departures F,,308,630
654,10367,Zone,613,LGA C Cibo Express Departures F,,308,654
522,10367,RevenueCenter,335,LGA C The Line Market,,309,522
631,10367,Zone,612,LGA C The Line Market,,309,631
655,10367,Zone,613,LGA C The Line Market,,309,655
523,10367,RevenueCenter,335,LGA C Calista Taverna Market,,310,523
632,10367,Zone,612,LGA C Calista Taverna Market,,310,632
656,10367,Zone,613,LGA C Calista Taverna Market,,310,656
524,10367,RevenueCenter,335,LGA C Soleil Brasserie Market,,311,524
633,10367,Zone,612,LGA C Soleil Brasserie Market,,311,633
657,10367,Zone,613,LGA C Soleil Brasserie Market,,311,657
525,10367,RevenueCenter,335,LGA C The Line Sports Grill Market,,312,525
634,10367,Zone,612,LGA C The Line Sports Grill Market,,312,634
658,10367,Zone,613,LGA C The Line Sports Grill Market,,312,658
526,10367,RevenueCenter,335,LGA C Flatiron Market,,313,526
635,10367,Zone,612,LGA C Flatiron Market,,313,635
659,10367,Zone,613,LGA C Flatiron Market,,313,659
527,10367,RevenueCenter,335,LGA C Rossi Pizzeria Market,,314,527
636,10367,Zone,612,LGA C Rossi Pizzeria Market,,314,636
660,10367,Zone,613,LGA C Rossi Pizzeria Market,,314,660
528,10367,RevenueCenter,335,LGA C Cibo Express Baggage,,315,528
637,10367,Zone,612,LGA C Cibo Express Baggage,,315,637
661,10367,Zone,613,LGA C Cibo Express Baggage,,315,661
529,10367,RevenueCenter,336,LGA MAT Salotto,,101,529
737,10367,Zone,666,LGA MAT Cibo Express Ramp,,301,737
530,10367,RevenueCenter,336,LGA MAT Cibo Express Ramp,,301,530
848,10367,Zone,761,LGA MAT Cibo Express Ramp,,301,848
738,10367,Zone,666,LGA MAT Cibo Express Rotunda,,302,738
531,10367,RevenueCenter,336,LGA MAT Cibo Express Rotunda,,302,531
849,10367,Zone,761,LGA MAT Cibo Express Rotunda,,302,849
739,10367,Zone,666,LGA MAT Salotto Market,,303,739
532,10367,RevenueCenter,336,LGA MAT Salotto Market,,303,532
850,10367,Zone,761,LGA MAT Salotto Market,,303,850
533,10367,RevenueCenter,337,MCO Cibo Express 72,,301,533
851,10367,Zone,762,MCO Cibo Express 72,,301,851
534,10367,RevenueCenter,337,MCO Cibo Express 82,,302,534
852,10367,Zone,762,MCO Cibo Express 82,,302,852
535,10367,RevenueCenter,337,MCO Cibo Express 92,,303,535
853,10367,Zone,762,MCO Cibo Express 92,,303,853
536,10367,RevenueCenter,338,MSP Mill City Tavern,,101,536
537,10367,RevenueCenter,338,MSP Mimosa,,102,537
538,10367,RevenueCenter,338,MSP MinniBar,,103,538
539,10367,RevenueCenter,338,MSP Shoyu,,104,539
540,10367,RevenueCenter,338,MSP Twinburger & Tap,,105,540
541,10367,RevenueCenter,338,MSP Volante,,106,541
741,10367,Zone,667,MSP Crisp and Green,,201,741
542,10367,RevenueCenter,338,MSP Crisp and Green,,201,542
854,10367,Zone,763,MSP Crisp and Green,,201,854
742,10367,Zone,667,MSP Custom Burgers P1,,202,742
543,10367,RevenueCenter,338,MSP Custom Burgers P1,,202,543
855,10367,Zone,763,MSP Custom Burgers P1,,202,855
743,10367,Zone,667,MSP Custom Burgers P5,,203,743
544,10367,RevenueCenter,338,MSP Custom Burgers P5,,203,544
856,10367,Zone,763,MSP Custom Burgers P5,,203,856
745,10367,Zone,667,MSP Cibo Express P3,,301,745
545,10367,RevenueCenter,338,MSP Cibo Express P3,,301,545
858,10367,Zone,763,MSP Cibo Express P3,,301,858
746,10367,Zone,667,MSP Cibo Express P4,,302,746
546,10367,RevenueCenter,338,MSP Cibo Express P4,,302,546
859,10367,Zone,763,MSP Cibo Express P4,,302,859
747,10367,Zone,667,MSP Cibo Express P5,,303,747
547,10367,RevenueCenter,338,MSP Cibo Express P5,,303,547
860,10367,Zone,763,MSP Cibo Express P5,,303,860
748,10367,Zone,667,MSP Food Hall MSP,,304,748
548,10367,RevenueCenter,338,MSP Food Hall MSP,,304,548
861,10367,Zone,763,MSP Food Hall MSP,,304,861
750,10367,Zone,667,MSP Shoyu Market,,306,750
549,10367,RevenueCenter,338,MSP Shoyu Market,,306,549
863,10367,Zone,763,MSP Shoyu Market,,306,863
744,10367,Zone,667,MSP Uptop Pizza P1,,204,744
550,10367,RevenueCenter,338,MSP Uptop Pizza P1,,204,550
857,10367,Zone,763,MSP Uptop Pizza P1,,204,857
749,10367,Zone,667,MSP Uptop Pizza P1,,305,749
551,10367,RevenueCenter,338,MSP Uptop Pizza P1,,305,551
862,10367,Zone,763,MSP Uptop Pizza P1,,305,862
751,10367,Zone,667,MSP Twinburger & Tap Market,,307,751
552,10367,RevenueCenter,338,MSP Twinburger & Tap Market,,307,552
864,10367,Zone,763,MSP Twinburger & Tap Market,,307,864
553,10367,RevenueCenter,338,MSP Gate Lounge,,401,553
554,10367,RevenueCenter,339,ORD Cibo Express T2,,301,554
865,10367,Zone,764,ORD Cibo Express T2,,301,865
555,10367,RevenueCenter,339,ORD Cibo Express T3,,302,555
866,10367,Zone,764,ORD Cibo Express T3,,302,866
556,10367,RevenueCenter,340,PHL B Baba Bar,,101,556
557,10367,RevenueCenter,340,PHL B Boule Cafe,,102,557
558,10367,RevenueCenter,340,PHL B Cibo Bistro,,103,558
559,10367,RevenueCenter,340,PHL B Germantown Biergarten,,104,559
560,10367,RevenueCenter,340,PHL B Independence Prime,,105,560
561,10367,RevenueCenter,340,PHL B Love Grille,,106,561
562,10367,RevenueCenter,340,PHL B Mezzogiorno,,107,562
563,10367,RevenueCenter,340,PHL B Noobar,,108,563
752,10367,Zone,668,PHL B Boule Cafe Market,,301,752
564,10367,RevenueCenter,340,PHL B Boule Cafe Market,,301,564
867,10367,Zone,765,PHL B Boule Cafe Market,,301,867
753,10367,Zone,668,PHL B Cibo Bistro Market,,302,753
565,10367,RevenueCenter,340,PHL B Cibo Bistro Market,,302,565
868,10367,Zone,765,PHL B Cibo Bistro Market,,302,868
754,10367,Zone,668,PHL B Love Grille Market,,303,754
566,10367,RevenueCenter,340,PHL B Love Grille Market,,303,566
869,10367,Zone,765,PHL B Love Grille Market,,303,869
755,10367,Zone,668,PHL B Mezzogiorno Market,,304,755
567,10367,RevenueCenter,340,PHL B Mezzogiorno Market,,304,567
870,10367,Zone,765,PHL B Mezzogiorno Market,,304,870
756,10367,Zone,668,PHL B Noobar Market,,305,756
568,10367,RevenueCenter,340,PHL B Noobar Market,,305,568
871,10367,Zone,765,PHL B Noobar Market,,305,871
757,10367,Zone,668,PHL B Walkthrough CEGM,,306,757
569,10367,RevenueCenter,340,PHL B Walkthrough CEGM,,306,569
872,10367,Zone,765,PHL B Walkthrough CEGM,,306,872
570,10367,RevenueCenter,340,PHL B Gate B1,,401,570
571,10367,RevenueCenter,341,PHL F Local Tavern,,101,571
572,10367,RevenueCenter,341,PHL F Re:Vive,,102,572
573,10367,RevenueCenter,341,PHL F Local Tavern Market,,301,573
874,10367,Zone,873,PHL F Local Tavern Market,,301,874
574,10367,RevenueCenter,342,YYZ T1 Apropos F61,,101,574
575,10367,RevenueCenter,342,YYZ T1 Apropos F62,,102,575
576,10367,RevenueCenter,342,YYZ T1 Fetta Panini Bar,,103,576
577,10367,RevenueCenter,342,YYZ T1 Heirloom Bakery,,104,577
578,10367,RevenueCenter,342,YYZ T1 Marathi,,105,578
579,10367,RevenueCenter,342,YYZ T1 Vinifera,,106,579
580,10367,RevenueCenter,342,YYZ T3 Acer,,107,580
581,10367,RevenueCenter,342,YYZ T3 Beer Hive,,108,581
582,10367,RevenueCenter,342,YYZ T3 Corso,,109,582
583,10367,RevenueCenter,342,YYZ T3 Heirloom Bakery,,110,583
584,10367,RevenueCenter,342,YYZ T3 Nobel Burger,,111,584
585,10367,RevenueCenter,342,YYZ T1 Cibo Express F61,,301,585
600,10367,Zone,611,YYZ T1 Cibo Express F61,,301,600
586,10367,RevenueCenter,342,YYZ T1 Cibo Express D20,,302,586
601,10367,Zone,611,YYZ T1 Cibo Express D20,,302,601
587,10367,RevenueCenter,342,YYZ T1 Fetta Market,,303,587
602,10367,Zone,611,YYZ T1 Fetta Market,,303,602
588,10367,RevenueCenter,342,YYZ T1 Heirloom Market,,304,588
603,10367,Zone,611,YYZ T1 Heirloom Market,,304,603
589,10367,RevenueCenter,342,YYZ T1 Marathi Market,,305,589
604,10367,Zone,611,YYZ T1 Marathi Market,,305,604
590,10367,RevenueCenter,342,YYZ T1 Vinifera Market,,306,590
605,10367,Zone,611,YYZ T1 Vinifera Market,,306,605
591,10367,RevenueCenter,342,YYZ T3 Acer Market,,307,591
606,10367,Zone,611,YYZ T3 Acer Market,,307,606
592,10367,RevenueCenter,342,YYZ T3 Corso Market,,308,592
607,10367,Zone,611,YYZ T3 Corso Market,,308,607
593,10367,RevenueCenter,342,YYZ T3 Heirloom Market,,309,593
608,10367,Zone,611,YYZ T3 Heirloom Market,,309,608
594,10367,RevenueCenter,342,YYZ T3 Nobel Market,,310,594
609,10367,Zone,611,YYZ T3 Nobel Market,,310,609
595,10367,RevenueCenter,342,YYZ T3 Vinifera Market,,311,595
610,10367,Zone,611,YYZ T3 Vinifera Market,,311,610
596,10367,RevenueCenter,333,IAH Beerhive West,,118,596
597,10367,Zone,42,Market ZONE,,100,597
598,10367,Zone,597,Market F&B ZONE,,1000,598
599,10367,Zone,597,Market N&G ZONE,,2000,599
611,10367,Zone,598,YYZ Market F&B ZONE,,1013,611
612,10367,Zone,598,LGAC Market F&B Zone,,1006,612
613,10367,Zone,599,LGAC Market N&G Zone,,2006,613
662,10367,Zone,599,DCA Market N&G Zone,,2001,662
663,10367,Zone,599,DEN Market N&G Zone,,2002,663
664,10367,Zone,599,EWR Market N&G Zone,,2003,664
665,10367,Zone,599,IAH Market N&G Zone,,2004,665
666,10367,Zone,599,LGAMAT Market N&G Zone,,2007,666
667,10367,Zone,599,MSP Market N&G Zone,,2009,667
668,10367,Zone,599,PHLB Market N&G Zone,,2011,668
705,10367,Zone,598,DCA Market F&B Zone,,1001,705
740,10367,Zone,598,DEN Market F&B Zone,,1002,740
758,10367,Zone,598,EWR Market F&B Zone,,1003,758
759,10367,Zone,598,IAH Market F&B Zone,,1004,759
760,10367,Zone,598,JFKT5 Market F&B Zone,,1005,760
761,10367,Zone,598,LGAMAT Market F&B Zone,,1007,761
762,10367,Zone,598,MCO Market F&B Zone,,1008,762
763,10367,Zone,598,MSP Market F&B Zone,,1009,763
764,10367,Zone,598,ORD Market F&B Zone,,1010,764
765,10367,Zone,598,PHLB Market F&B Zone,,1011,765
873,10367,Zone,598,PHLF Market F&B Zone,,1012,873
903,10367,RevenueCenter,332,EWR Bar Left,,124,903
905,10367,RevenueCenter,333,IAH The Line Sports Bar,,127,905
906,10367,RevenueCenter,333,IAH Q Market,,327,906
907,10367,RevenueCenter,334,JFK T5 CC Cibo Express/Jamba,,308,907
908,10367,RevenueCenter,334,JFK T5 EC Cibo Express Temp,,309,908
912,10367,RevenueCenter,334,JFK T5 PS Dunkin,,211,912
913,10367,RevenueCenter,338,MSP Mill City Tavern Market,,308,913
914,10367,RevenueCenter,335,LGA C Cotto Market,,316,914
916,10367,RevenueCenter,332,EWR C1 Holdroom 71,,402,916
925,10367,RevenueCenter,332,EWR C1 Holdroom 96,,411,925
926,10367,RevenueCenter,332,EWR C2 Holdroom 100,,412,926
927,10367,RevenueCenter,332,EWR C2 Holdroom 101,,413,927
929,10367,RevenueCenter,332,EWR C2 Holdroom 105,,415,929
933,10367,RevenueCenter,332,EWR C3 Holdroom 120,,419,933
940,10367,RevenueCenter,333,IAH Olio Holdroom,,403,940
943,10367,RevenueCenter,333,IAH Vida Holdroom,,406,943
944,10367,RevenueCenter,340,PHL B Gate B10,,402,944
945,10367,RevenueCenter,340,PHL B Gate B11,,403,945
946,10367,RevenueCenter,340,PHL B Gate B13,,404,946
948,10367,RevenueCenter,340,PHL B Gate B15,,406,948
954,10367,RevenueCenter,340,PHL B Gate B6,,412,954
957,10367,RevenueCenter,340,PHL B Gate B9,,415,957
959,10367,RevenueCenter,333,IAH Tagliare E,,206,959
960,10367,RevenueCenter,333,IAH World Bean E,,207,960
961,10367,RevenueCenter,342,YYZ T3 Vinifera,,112,961
965,10367,RevenueCenter,882,JFK T5 Mozzlab,,203,965
966,10367,RevenueCenter,882,JFK T5 Serafina,,103,966
967,10367,RevenueCenter,882,JFK T5 Neir's Tavern,,104,967
968,10367,RevenueCenter,882,JFK T5 Pastrami Queen,,105,968
969,10367,RevenueCenter,882,JFK T5 Regina's Grocery,,204,969
970,10367,RevenueCenter,882,JFK T5 Court Street Grocers,,205,970
1002,10367,Zone,705,DCA Boars Head,,201,1002
982,10367,RevenueCenter,330,DCA Boars Head,,201,982
1018,10367,Zone,662,DCA Boars Head,,201,1018
983,10367,RevenueCenter,330,DCA Custom Burgers,,202,983
1003,10367,Zone,705,DCA Custom Burgers,,202,1003
1019,10367,Zone,662,DCA Custom Burgers,,202,1019
1005,10367,Zone,42,Beverage Menu Staging ZONE,,900,1005
1007,10367,Zone,1005,DEN Beverage Menu Staging,,9002,1007
1008,10367,Zone,1005,EWR Beverage Menu Staging,,9003,1008
1009,10367,Zone,1005,IAH Beverage Menu Staging,,9004,1009
1011,10367,Zone,1005,LGAC Beverage Menu Staging,,9006,1011
941,10367,RevenueCenter,333,IAH Pala Holdroom,,404,941
949,10367,RevenueCenter,340,PHL B Gate B16,,407,949
955,10367,RevenueCenter,340,PHL B Gate B7,,413,955
963,10367,RevenueCenter,882,JFK T5 Nom Wah Bar,,102,963
984,10367,RevenueCenter,330,DCA Tagliare,,203,984
1020,10367,Zone,662,DCA Tagliare,,203,1020
1004,10367,Zone,705,DCA Tagliare,,203,1004
1006,10367,Zone,1005,DCA Beverage Menu Staging,,9001,1006
1010,10367,Zone,1005,JFKT5 Beverage Menu Staging,,9005,1010
882,10367,Property,42,JFK T5 VII,JFKT5VII,14,882
883,10367,RevenueCenter,882,JFK T5 NC Melt Shop,,201,883
909,10367,RevenueCenter,334,JFK T5 FC Dunkin,,209,909
910,10367,RevenueCenter,334,JFK T5 LL Dunkin,,210,910
911,10367,RevenueCenter,334,JFK T5 NC Cibo Express Temp,,310,911
920,10367,RevenueCenter,332,EWR C1 Holdroom 82,,406,920
921,10367,RevenueCenter,332,EWR C1 Holdroom 84,,407,921
924,10367,RevenueCenter,332,EWR C1 Holdroom 95,,410,924
930,10367,RevenueCenter,332,EWR C2 Holdroom 108,,416,930
932,10367,RevenueCenter,332,EWR C2 Holdroom 112,,418,932
935,10367,RevenueCenter,332,EWR C3 Holdroom 125,,421,935
936,10367,RevenueCenter,332,EWR C3 Holdroom 132,,422,936
1017,10367,Zone,1005,YYZ Beverage Menu Staging,,9013,1017
1015,10367,Zone,1005,PHLB Beverage Menu Staging,,9011,1015
1016,10367,Zone,1005,PHLF Beverage Menu Staging,,9012,1016
1014,10367,Zone,1005,MSP Beverage Menu Staging,,9009,1014
